uID,variable1,variable2,.id,source,ross.s2.1_1_TEXT,ross.s2.2,sex,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,study.order,analysis.type,subset,case.include
4273,60,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__Hearing_r.csv,ritonline,60,1,2,ritonline,ritonline,ritonline,USA,"Rochester Institute of Technology, Rochester, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Zhong|Zaval|Hauser|Tversky.Gati|Ross.Slate2|Norenzayan|Schwarz|Shafir|Risen|Hsee|Tversky|Geissner|Knobe|Gray,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection,6,Order,all,TRUE
4278,50,Court,ML2_Slate2_USEng_Inlab_DEPLOY__Hearing_r.csv,ritonline,50,2,1,ritonline,ritonline,ritonline,USA,"Rochester Institute of Technology, Rochester, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Zaval|Schwarz|Savani|Knobe|Ross.Slate2|Hsee|Risen|Gray|Tversky|Tversky.Gati|Zhong|Norenzayan|Geissner|Shafir,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood,6,Order,all,TRUE
4283,75,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__Hearing_r.csv,ritonline,75,1,1,ritonline,ritonline,ritonline,USA,"Rochester Institute of Technology, Rochester, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Risen|Knobe|Schwarz|Norenzayan|Ross.Slate2|Tversky.Gati|Hsee|Tversky|Zhong|Hauser|Geissner|Zaval|Gray|Shafir,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing,6,Order,all,TRUE
4310,80,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__Hearing_r.csv,ritonline,80,1,1,ritonline,ritonline,ritonline,USA,"Rochester Institute of Technology, Rochester, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hsee|Hauser|Knobe|Risen|Shafir|Ross.Slate2|Norenzayan|Tversky.Gati|Zaval|Tversky|Gray|Savani|Geissner|Zhong|Schwarz,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing,6,Order,all,TRUE
4331,20,Court,ML2_Slate2_USEng_Inlab_DEPLOY__Hearing_r.csv,ritonline,20,2,1,ritonline,ritonline,ritonline,USA,"Rochester Institute of Technology, Rochester, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Hauser|Zhong|Knobe|Zaval|Ross.Slate2|Norenzayan|Hsee|Tversky.Gati|Schwarz|Geissner|Shafir|Gray|Risen|Tversky,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood,6,Order,all,TRUE
4350,20,Court,ML2_Slate2_USEng_Inlab_DEPLOY__jmu_r.csv,jmu,20,2,2,jmu,jmu,jmu,USA,"Department of Psychology, James Madison University, Harrisonburg, VA 22807",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Knobe|Shafir|Savani|Hauser|Tversky.Gati|Ross.Slate2|Gray|Schwarz|Norenzayan|Hsee|Risen|Zaval|Geissner|Zhong|Tversky,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection,6,Order,all,TRUE
4376,50,Court,ML2_Slate2_USEng_Inlab_DEPLOY__jmu_r.csv,jmu,50,2,2,jmu,jmu,jmu,USA,"Department of Psychology, James Madison University, Harrisonburg, VA 22807",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Schwarz|Shafir|Risen|Hsee|Ross.Slate2|Tversky.Gati|Gray|Hauser|Zaval|Savani|Norenzayan|Knobe|Zhong|Geissner,ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five,6,Order,all,TRUE
4378,40,Court,ML2_Slate2_USEng_Inlab_DEPLOY__jmu_r.csv,jmu,40,2,2,jmu,jmu,jmu,USA,"Department of Psychology, James Madison University, Harrisonburg, VA 22807",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Zaval|Zhong|Risen|Tversky|Ross.Slate2|Norenzayan|Hauser|Geissner|Tversky.Gati|Knobe|Hsee|Shafir|Gray|Schwarz,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood,6,Order,all,TRUE
4382,95,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__jmu_r.csv,jmu,95,1,1,jmu,jmu,jmu,USA,"Department of Psychology, James Madison University, Harrisonburg, VA 22807",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Geissner|Hauser|Norenzayan|Zaval|Schwarz|Ross.Slate2|Risen|Zhong|Knobe|Tversky.Gati|Tversky|Hsee|Savani|Gray|Shafir,ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE,6,Order,all,TRUE
4389,90,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__jmu_r.csv,jmu,90,1,2,jmu,jmu,jmu,USA,"Department of Psychology, James Madison University, Harrisonburg, VA 22807",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Knobe|Risen|Zaval|Hauser|Gray|Ross.Slate2|Hsee|Savani|Tversky|Tversky.Gati|Zhong|Norenzayan|Geissner|Schwarz|Shafir,ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE,6,Order,all,TRUE
4425,10,Court,ML2_Slate2_USEng_Inlab_DEPLOY__jmu_r.csv,jmu,10,2,2,jmu,jmu,jmu,USA,"Department of Psychology, James Madison University, Harrisonburg, VA 22807",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Risen|Gray|Tversky.Gati|Hauser|Zaval|Ross.Slate2|Hsee|Norenzayan|Savani|Tversky|Schwarz|Geissner|Knobe|Zhong|Shafir,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE,6,Order,all,TRUE
4450,80,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__queensland2_r.csv,queensland2,80,1,1,queensland2,queensland2,queensland2,Australia,"The University of Queensland, Brisbane, St Lucia Queensland 4072, Australia",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky.Gati|Risen|Norenzayan|Savani|Knobe|Ross.Slate2|Tversky|Hsee|Gray|Hauser|Schwarz|Zhong|Geissner|Zaval|Shafir,ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE,6,Order,all,TRUE
4457,80,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__queensland2_r.csv,queensland2,80,1,2,queensland2,queensland2,queensland2,Australia,"The University of Queensland, Brisbane, St Lucia Queensland 4072, Australia",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky.Gati|Gray|Zaval|Geissner|Zhong|Ross.Slate2|Tversky|Schwarz|Hsee|Hauser|Savani|Shafir|Risen|Norenzayan|Knobe,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood,6,Order,all,TRUE
4461,50,Court,ML2_Slate2_USEng_Inlab_DEPLOY__queensland2_r.csv,queensland2,50,2,1,queensland2,queensland2,queensland2,Australia,"The University of Queensland, Brisbane, St Lucia Queensland 4072, Australia",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hsee|Shafir|Zhong|Risen|Gray|Ross.Slate2|Knobe|Norenzayan|Zaval|Tversky|Tversky.Gati|Schwarz|Geissner|Savani|Hauser,ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE,6,Order,all,TRUE
4479,90,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__queensland2_r.csv,queensland2,90,1,2,queensland2,queensland2,queensland2,Australia,"The University of Queensland, Brisbane, St Lucia Queensland 4072, Australia",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Schwarz|Savani|Knobe|Shafir|Norenzayan|Ross.Slate2|Zhong|Tversky.Gati|Geissner|Gray|Hauser|Hsee|Tversky|Zaval|Risen,ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five,6,Order,all,TRUE
4483,70,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__queensland2_r.csv,queensland2,70,1,1,queensland2,queensland2,queensland2,Australia,"The University of Queensland, Brisbane, St Lucia Queensland 4072, Australia",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Gray|Zaval|Zhong|Shafir|Ross.Slate2|Hsee|Schwarz|Knobe|Tversky|Geissner|Risen|Savani|Norenzayan|Tversky.Gati,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood,6,Order,all,TRUE
4493,85,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__queensland2_r.csv,queensland2,85,1,2,queensland2,queensland2,queensland2,Australia,"The University of Queensland, Brisbane, St Lucia Queensland 4072, Australia",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Risen|Tversky.Gati|Geissner|Shafir|Ross.Slate2|Savani|Gray|Zhong|Knobe|Tversky|Norenzayan|Zaval|Hsee|Schwarz,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE,6,Order,all,TRUE
4509,60,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__queensland2_r.csv,queensland2,60,1,2,queensland2,queensland2,queensland2,Australia,"The University of Queensland, Brisbane, St Lucia Queensland 4072, Australia",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Risen|Gray|Schwarz|Geissner|Ross.Slate2|Zhong|Savani|Hsee|Tversky.Gati|Shafir|Norenzayan|Knobe|Zaval|Tversky,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood,6,Order,all,TRUE
4516,85,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__queensland2_r.csv,queensland2,85,1,1,queensland2,queensland2,queensland2,Australia,"The University of Queensland, Brisbane, St Lucia Queensland 4072, Australia",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Schwarz|Gray|Knobe|Geissner|Zhong|Ross.Slate2|Tversky.Gati|Norenzayan|Savani|Tversky|Hauser|Hsee|Shafir|Zaval|Risen,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing,6,Order,all,TRUE
4525,90,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__queensland2_r.csv,queensland2,90,1,1,queensland2,queensland2,queensland2,Australia,"The University of Queensland, Brisbane, St Lucia Queensland 4072, Australia",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Geissner|Knobe|Hsee|Savani|Zhong|Ross.Slate2|Shafir|Tversky.Gati|Zaval|Gray|Risen|Tversky|Norenzayan|Hauser|Schwarz,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five,6,Order,all,TRUE
4534,95,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__queensland2_r.csv,queensland2,95,1,1,queensland2,queensland2,queensland2,Australia,"The University of Queensland, Brisbane, St Lucia Queensland 4072, Australia",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Hsee|Risen|Hauser|Zaval|Ross.Slate2|Geissner|Tversky.Gati|Tversky|Gray|Schwarz|Shafir|Zhong|Knobe|Norenzayan,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood,6,Order,all,TRUE
4544,95,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__queensland2_r.csv,queensland2,95,1,2,queensland2,queensland2,queensland2,Australia,"The University of Queensland, Brisbane, St Lucia Queensland 4072, Australia",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Schwarz|Zaval|Knobe|Tversky.Gati|Tversky|Ross.Slate2|Risen|Zhong|Gray|Hsee|Hauser|Savani|Shafir|Norenzayan|Geissner,ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,6,Order,all,TRUE
4550,90,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__queensland2_r.csv,queensland2,90,1,2,queensland2,queensland2,queensland2,Australia,"The University of Queensland, Brisbane, St Lucia Queensland 4072, Australia",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Gray|Schwarz|Hsee|Tversky|Ross.Slate2|Tversky.Gati|Shafir|Risen|Geissner|Knobe|Zaval|Norenzayan|Zhong|Savani,ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood,6,Order,all,TRUE
4556,20,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__queensland2_r.csv,queensland2,20,1,2,queensland2,queensland2,queensland2,Australia,"The University of Queensland, Brisbane, St Lucia Queensland 4072, Australia",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Schwarz|Knobe|Geissner|Norenzayan|Zaval|Ross.Slate2|Risen|Zhong|Savani|Shafir|Tversky.Gati|Gray|Hauser|Tversky|Hsee,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing,6,Order,all,TRUE
4569,25,Court,ML2_Slate2_USEng_Inlab_DEPLOY_nunziato_r.csv,moralsense,25,2,2,moralsense,moralsense,moralsense,USA,The Moral Sense Test Website,English,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Gray|Tversky|Knobe|Savani|Risen|Ross.Slate2|Zhong|Shafir|Hsee|Schwarz|Norenzayan|Zaval|Tversky.Gati|Geissner|Hauser,ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five,6,Order,all,TRUE
4573,90,Pay,ML2_Slate2_USEng_Inlab_DEPLOY_nunziato_r.csv,moralsense,90,1,1,moralsense,moralsense,moralsense,USA,The Moral Sense Test Website,English,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hsee|Zaval|Tversky.Gati|Risen|Shafir|Ross.Slate2|Norenzayan|Knobe|Tversky|Hauser|Gray|Schwarz|Geissner|Zhong|Savani,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood,6,Order,all,TRUE
4589,60,Pay,ML2_Slate2_USEng_Inlab_DEPLOY_nunziato_r.csv,moralsense,60,1,1,moralsense,moralsense,moralsense,USA,The Moral Sense Test Website,English,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Norenzayan|Hauser|Gray|Tversky|Risen|Ross.Slate2|Geissner|Zaval|Savani|Hsee|Knobe|Shafir|Tversky.Gati|Schwarz|Zhong,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing,6,Order,all,TRUE
4643,10,Court,ML2_Slate2_USEng_Inlab_DEPLOY_nunziato_r.csv,moralsense,10,2,2,moralsense,moralsense,moralsense,USA,The Moral Sense Test Website,English,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Schwarz|Tversky.Gati|Tversky|Norenzayan|Savani|Ross.Slate2|Hauser|Zhong|Geissner|Shafir|Zaval|Risen|Knobe|Gray|Hsee,ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing,6,Order,all,TRUE
4644,70,Pay,ML2_Slate2_USEng_Inlab_DEPLOY_nunziato_r.csv,moralsense,70,1,3,moralsense,moralsense,moralsense,USA,The Moral Sense Test Website,English,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky.Gati|Savani|Knobe|Hsee|Schwarz|Ross.Slate2|Zaval|Risen|Shafir|Hauser|Gray|Tversky|Norenzayan|Geissner|Zhong,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood,6,Order,all,TRUE
4663,95,Court,ML2_Slate2_USEng_Inlab_DEPLOY_nunziato_r.csv,moralsense,95,2,1,moralsense,moralsense,moralsense,USA,The Moral Sense Test Website,English,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Risen|Savani|Gray|Geissner|Ross.Slate2|Tversky.Gati|Tversky|Zaval|Norenzayan|Knobe|Shafir|Schwarz|Hsee|Zhong,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection,6,Order,all,TRUE
4664,60,Court,ML2_Slate2_USEng_Inlab_DEPLOY_nunziato_r.csv,moralsense,60,2,1,moralsense,moralsense,moralsense,USA,The Moral Sense Test Website,English,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Zaval|Schwarz|Norenzayan|Knobe|Ross.Slate2|Tversky|Shafir|Gray|Zhong|Geissner|Risen|Savani|Hsee|Tversky.Gati,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing,6,Order,all,TRUE
4750,90,Pay,ML2_Slate2_USEng_Inlab_DEPLOY_nunziato_r.csv,moralsense,90,1,1,moralsense,moralsense,moralsense,USA,The Moral Sense Test Website,English,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Tversky|Hsee|Knobe|Tversky.Gati|Ross.Slate2|Hauser|Shafir|Risen|Gray|Zaval|Geissner|Norenzayan|Schwarz|Zhong,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection,6,Order,all,TRUE
4751,85,Pay,ML2_Slate2_USEng_Inlab_DEPLOY_nunziato_r.csv,moralsense,85,1,2,moralsense,moralsense,moralsense,USA,The Moral Sense Test Website,English,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Zaval|Schwarz|Hsee|Tversky.Gati|Ross.Slate2|Norenzayan|Gray|Risen|Savani|Hauser|Zhong|Knobe|Geissner|Shafir,ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection,6,Order,all,TRUE
4765,20,Pay,ML2_Slate2_USEng_Inlab_DEPLOY_nunziato_r.csv,moralsense,20,1,1,moralsense,moralsense,moralsense,USA,The Moral Sense Test Website,English,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Gray|Zhong|Hauser|Shafir|Zaval|Ross.Slate2|Geissner|Schwarz|Tversky|Tversky.Gati|Hsee|Norenzayan|Savani|Knobe|Risen,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing,6,Order,all,TRUE
4771,30,Court,ML2_Slate2_USEng_Inlab_DEPLOY_nunziato_r.csv,moralsense,30,2,2,moralsense,moralsense,moralsense,USA,The Moral Sense Test Website,English,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Norenzayan|Geissner|Hsee|Shafir|Schwarz|Ross.Slate2|Zaval|Savani|Tversky|Gray|Hauser|Risen|Zhong|Knobe|Tversky.Gati,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood,6,Order,all,TRUE
4787,30,Pay,ML2_Slate2_USEng_Inlab_DEPLOY_nunziato_r.csv,moralsense,30,1,1,moralsense,moralsense,moralsense,USA,The Moral Sense Test Website,English,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Tversky|Gray|Hsee|Norenzayan|Ross.Slate2|Geissner|Risen|Knobe|Zhong|Hauser|Schwarz|Shafir|Tversky.Gati|Zaval,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing,6,Order,all,TRUE
4856,95,Pay,ML2_Slate2_USEng_Inlab_DEPLOY_nunziato_r.csv,moralsense,95,1,4,moralsense,moralsense,moralsense,USA,The Moral Sense Test Website,English,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Knobe|Zaval|Zhong|Geissner|Ross.Slate2|Risen|Tversky|Savani|Schwarz|Norenzayan|Shafir|Tversky.Gati|Gray|Hsee,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood,6,Order,all,TRUE
